question,company,rating,position,date,comments
"A few basic puzzles.
A guesstimate.
A few questions on strategy building.",Interviewed at Kabbage,4.0,Data Analyst,31 Dec 2016,0
Various technical and cultural fit evaluation questions.,Interviewed at Kabbage,4.0,Data Analyst,28 May 2019,0
My past experience and skills,Interviewed at EdgeRise Consulting Group,5.0,Business Data Analyst,15 Jul 2024,0
Qu'est ce qui vous ferez accepter notre offre si vous en avez deux,Interviewed at Marie Blachère,2.7,Data Analyst,12 Jun 2023,0
Qu'est ce qui ferait qu'on devrait vous recruter vous plutôt qu'une autre personne ?,Interviewed at Mon-marché.fr,3.8,Data Analyst,5 Jul 2024,0
How to load data in power bi,Interviewed at Zappian Media,3.7,Data Analyst Intern,17 Jul 2024,0
Asked about prior experience with Power Bi and SQL.,Interviewed at MKS2 Technologies,3.0,Data Analyst,21 Jan 2022,0
Have you ever been able to change the mind of a boss/authority figure for the better?,Interviewed at IMCORP,2.2,Signal Data Analyst,25 Aug 2016,0
1) Behaviour and Python coding challenge,Interviewed at State Farm,3.6,Data Analyst,30 Sept 2020,0
"1) Self-introduction and why do you want to work for this company, 2) your project introduction, 3) your skills and experience, and 4) what do you want to share with them.",Interviewed at State Farm,3.6,Data Analyst Intern,20 Oct 2023,0
In under 3 mins describe your experience on all data visualization tools you have used.,Interviewed at State Farm,3.6,Data Analyst,28 May 2024,0
What are your salary expectations?,Interviewed at Careem,3.6,Data Analyst,18 Jul 2024,0
All the way I was always asked why do I want to work for Equiscript,Interviewed at EquiScript,3.4,Data Analyst,26 Jun 2020,0
"Tell me about yourself.
What your strong language is?",Interviewed at WebCraft IT,4.4,Data Analyst,19 Jul 2024,0
What am I seeking from this position?,Interviewed at Heifer International,3.5,Data Analyst,29 Nov 2022,0
"If you have a data set that contains over 1000 variables, what methods would you use to select variables?",Interviewed at State Farm,3.6,Data Analyst,10 Nov 2017,0
What was your advantage and disadvantage?,Interviewed at State Farm,3.6,Data Analyst,29 Nov 2016,0
described one experience of not being able to satisfy a customer's need.. COME ON I was interviewing for data analyst position!!!!!,Interviewed at State Farm,3.6,Data Analyst (Marketing),3 Sept 2014,0
what are the challenges for visualizing data?,Interviewed at State Farm,3.6,Data Analyst,13 Mar 2016,0
"It's your first day on the job at a new marketing software technology company for Medspas. The boss wants to test some new messaging.

To do so your company is looking to advertise or be a guest speaker on a medspa podcast. You can only choose one podcast. Which one do you choose?",Interviewed at Shopwindow,3.7,Data and Research Analyst,25 Mar 2022,0
- Tell me about yourself. - What are your strong skills? - Name one of your weekness.,Interviewed at Gainwell Technologies,3.1,Data Analyst,21 Oct 2022,0
Tell me something about you that isn't on your resume.,Interviewed at Foresters Financial,3.3,Data Analyst,14 May 2014,0
How I handle being on a team,Interviewed at Gerdau,4.1,Data Analyst,9 Jun 2020,0
"Most questions pertained to my career goals, approach to various aspects of the data science/data analysis procedure, and my personal/professional background.",Interviewed at Brady,3.4,Marketing Data Science Analyst,12 Aug 2021,0
"They just asked to tell more about my projects, and about my interest in analytics area.",Interviewed at Advaana,4.5,Digital Data Analyst,28 Sept 2023,0
Basic Probability Questions such as what is a probability distribution and how you would identify important factors for certain larve datsets.,Interviewed at Teledyne Brown Engineering,3.5,Data Analyst,28 Oct 2021,0
Tell me about yourself. Tell me about a project you are proud of.,Interviewed at Harvest,3.9,Associate Data Analyst,3 Nov 2022,0
"Coding question 1 subsequence of 01
2) matrix problem. First one was difficult compared to 2 nd",Interviewed at Turing,3.8,Data Analyst Software Engineer Trainee,10 May 2024,0
Coding challenge to be followed mcq,Interviewed at Turing,3.8,Data Analyst,11 Apr 2023,0
"1. Easy coding round in Python
2. Moderate/hard coding round in Python
3. Technical English writing assessment
4. Data Science round",Interviewed at Turing,3.8,Software Delivery Data Analyst,30 Apr 2024,0
"How many tennis balls can fit into a commercial aeroplane?
Live SQL coding tests.",Interviewed at Turing,3.8,Data Analyst,29 Apr 2024,0
What are the parameters of Data Visualization?,Interviewed at HDG Architects,4.3,Data Analyst,1 Nov 2023,0
Set up a dashboard and do some analysis.,Interviewed at Fixico,4.4,Data Analyst,21 Nov 2021,0
What made you interested in data science when picking your major?,Interviewed at OverDrive,3.5,Data Analyst Intern,2 Jun 2022,0
Why do yiu want to joi.  Perceptive,Interviewed at Perceptive Analytics,4.1,Data Analyst,28 Sept 2022,0
"It was mainly getting to know me, why I want to be a data analyst, interests in the company, and my background/experience.",Interviewed at Bear Cognition,4.2,Data Analyst,1 Jun 2022,0
"Introduction about yourself, and the technical knowledge",Interviewed at SportsMechanics,3.5,Data Analyst,1 Aug 2024,0
"Ask me something about my visa status and EAD info, aslo my edu background.",Interviewed at Baanyan Software Services,3.4,Data Analyst,26 Jun 2024,0
do you interested in.....(project topic),Interviewed at Boston Medical Center,3.8,Data Analyst,30 Apr 2019,0
What kind of statistical methods have you used?,Interviewed at Boston Medical Center,3.8,Data Analyst,2 Mar 2020,0
Regular technical interview: tell me about a project and then a 40 min assignment in the office. COO - interrogation as if I'm applying for the special forces. tell me about your childhood up to this day. Recruiter - nothing out of the ordinary. Founder - one analytical question about births per year. Nothing more to mention.,Interviewed at Identiq,4.3,Fraud Data Analyst,2 May 2023,0
"Diiference between Join, Union and Union all.",Interviewed at Algonomy,3.8,Data Analyst,18 May 2022,0
SQL qns Joins Windows function,Interviewed at Algonomy,3.8,Data Analyst,11 Jun 2023,0
Tabular data is given for multiple tables. Derive results Why Tesla? Why did you leave your previous teams,Interviewed at Tesla,3.5,Data Analyst Intern,9 Oct 2023,0
"Sql questions ctes, window functions etc",Interviewed at Tesla,3.5,Data Analyst,21 Oct 2023,0
Tell me about a project,Interviewed at Tesla,3.5,Data Analyst,7 Nov 2023,0
case statements SQL and query optimization,Interviewed at Tesla,3.5,Data Analyst Intern,20 Nov 2023,0
How did you manage missing values in your data,Interviewed at Perceptive Analytics,4.1,Advanced Data Analyst,9 Aug 2024,1
Walk me through your resume (like a million times),Interviewed at 1010data,3.4,Data Analyst,7 Dec 2015,0
What do you know about 1010data,Interviewed at 1010data,3.4,Data Analyst,16 Feb 2014,0
How many moves to you have to make in the game 2048 to read the 4096 block?,Interviewed at 1010data,3.4,Data Analyst,15 Nov 2021,0
"About Power BI , Dax queries, analysis skills",Interviewed at ARG Supply Tech,-0.1000000014901161,Data Analyst,14 Aug 2024,0
Tell me about your self and your experience.,Interviewed at Motional,3.6,Data Analyst,30 Oct 2021,0
Why did you apply for the role?,Interviewed at Sky,3.7,Data Analyst,18 Oct 2023,0
Q: How do you describe yourself? Why do you want to work this role?,Interviewed at Sky,3.7,Data Analyst Intern,11 Oct 2021,0
Walk me through your data projects.,Interviewed at Stamps.com,3.3,Marketing Data Analyst,2 Jul 2021,0
Unexpected: How do you recover from a database failure?,Interviewed at Stamps.com,3.3,Data Warehouse Analyst,30 Nov 2013,0
Why do you think you’re a good fit?,Interviewed at ChargePoint,3.3,Data Analyst,13 Jun 2023,0
"If you are going to rate yourself, 
how good are you in excel (pivot/charts, formulas, VBA)?
Power BI?
Familiar with Salesforce?",Interviewed at QIAGEN,3.7,Junior Data Analyst,28 Jul 2022,0
how to solve the problems when your boss and your opinion is different,Interviewed at OrbitNext,-0.1000000014901161,Data Analyst,19 Aug 2024,0
What kind of duty do you do in the current position?,Interviewed at Harry's International,3.4,Data Analyst Interview,3 Aug 2018,0
"What about this position interest you?
Why do you want to work here?
Talk a lot about previous experience.",Interviewed at Boston Children's Hospital,4.0,Quality Improvement Data Analyst,14 Apr 2022,0
The initial round has Advanced Excel and SQL Questions. The manager round has Puzzles and EDA Python projects. The interviewers would also like to know what python projects you have worked on.,Interviewed at Bijak,4.0,Data Analyst,25 Nov 2022,0
What is your experience with statistical software,Interviewed at Whitman-Walker Health,3.9,Health Data Analyst,20 Aug 2024,0
"Tell me about a project that you are proud of. Provide the whole roadmap - where did you get the data, how did you process them, how did you visualise them, who did you present them to, what were the results?",Interviewed at Allegro,4.1,Junior Data Analyst,21 Aug 2024,0
Case study presented during 3rd round,Interviewed at Pyrovio,2.0,"Consultant, Data Analyst",21 Aug 2024,0
"-sql questions 
-walk through resume",Interviewed at Mulberry Technology,3.5,Senior Data Analyst,16 Jun 2021,0
"1. SQL questions
2. Marketing related questions
3. Sales related questions",Interviewed at Scaler Academy,4.0,Data Analyst,5 May 2022,0
How do you handle conflict?,Interviewed at Xander Talent,3.6,Data Analyst,27 Aug 2021,0
Q : How to perform Hypothesis Testing.,Interviewed at Extension ERP,3.0,Data Analyst,29 Nov 2023,0
Are you an extrovert or introvert?,Interviewed at Secret Sauce Partners,5.0,Data Analyst,6 Oct 2019,0
What are your strengths and weaknesses?,Interviewed at Secret Sauce Partners,5.0,Data Analyst,6 Oct 2019,0
Basic code in python and SQL,Interviewed at NeenOpal,4.4,Data Analyst Intern,7 Dec 2023,0
SQL Questions medium Python Questions medium,Interviewed at NeenOpal,4.4,Data Analyst,9 Nov 2023,0
What is typecasting What is dataframe,Interviewed at ApMoSys Technologies,3.5,Data Analyst,25 Aug 2023,0
Tell me something about yourself?,Interviewed at Infibeam Avenues,3.3,Senior Data Analyst,22 Mar 2019,0
"Logical Puzzle 2: Hourglasses Puzzle

Given two hourglass of 4 minutes and 7 minutes, the task is to measure 9 minutes.",Interviewed at NeenOpal,4.4,Data Analyst Intern,9 Aug 2024,0
"Questions about logical and analytical skills were asked. Other questions were about SQL and Python. 
They already had an answer in their mind and my answer differed from them. They asked me to give a different answer if possible. I was not able to give a different answer. I believe, I got rejected because of this.",Interviewed at NeenOpal,4.4,Data Analyst,15 Mar 2024,0
Technical assessment on SQL and Python programming,Interviewed at ShopBack,3.5,Data Analyst Intern,21 Oct 2020,0
"- Asked about the different types of SQL joins
-Python how to merge different datasets in Pandas",Interviewed at COTA (NY),-0.1000000014901161,Data Analyst Intern,28 Aug 2024,0
Tell about how you will implement Speech to speech system and what models would you use and why?,Interviewed at Sayvai,5.0,Data Analyst Internship,28 Aug 2024,0
"Sur le parcours et les expériences passées
Question technique que SQL",Interviewed at Dailymotion,3.5,Senior Data Analyst,9 May 2021,0
How would you describe the field of data analysis?,Interviewed at Potentiam,4.3,Data Analyst,8 Jun 2023,0
"Ques on ML concepts, Data and Stats concepts.",Interviewed at DataZymes,3.5,Data Analyst,1 Sept 2024,0
Only diacussion,Interviewed at BYJU'S,3.0,Data Analyst,12 Jun 2018,0
Excel SQL Guesstimates Power BI,Interviewed at BYJU'S,3.0,Data Analyst,29 Oct 2023,0
"Some SQL questions
One product sense use case
one guesstimate question",Interviewed at BYJU'S,3.0,Data Analyst,1 Feb 2022,0
"Question on Joins, subquery and windowfunction.",Interviewed at BYJU'S,3.0,Data Analyst,28 Dec 2020,0
How many experience do you have,Interviewed at Twimbit,4.4,Data Analyst,18 Oct 2023,0
Tell me about the biggest challenge you faced in the past 2 years,Interviewed at Alida,3.0,Data Analyst,13 Apr 2012,0
Can you describe a complex problem you've encountered in a past project and how you approached solving it?,Interviewed at Moonshot AI,5.0,Senior Data Analyst,4 Sept 2024,0
"Recruiter asked basic technical skill questions but really was focused on if I was a fit for the company.   Lots of open ended questions-how do I feel about working for a pawn company? 

Describe what you think the company does.  Technical interview was more detailed, much more than others I've had.  They really went deep on the questions and scenarios.   Make sure you're prepared to give real examples of what you've done.",Interviewed at EZCORP,4.0,Data Analyst,21 May 2021,0
tell me about yourself Strengths and weakness,Interviewed at GAO Tek,3.8,Data Analyst,30 Nov 2022,0
What could you suggest to increase the play duration of our visitors?,Interviewed at Vidio,4.5,Data Analyst,9 Mar 2021,0
technical interview regarding the job position,Interviewed at Vidio,4.5,Data Analyst,13 Jan 2023,0
"Why do I want to work for Apollo?
Why am I leaving the existing work place?
What does excite me about data?
SQL understanding questions
How do I learn?
How do I communicate insights to the business users?
How do I deal with negative feedback?",Interviewed at APOLLO Insurance,2.5,Data Analyst,3 Dec 2021,0
1. Do you have experience with any programming language? 2. What packages are you familiar with and how have you used them in the past,Interviewed at World Resources Institute,3.7,Data Analyst,15 Oct 2023,0
What is polymorphism and explain its type,Interviewed at V2Solutions,3.8,Data Analyst,31 Oct 2023,0
"Resume Selected online and was called for on site.
45 minutes round onsite
- Data Structures (Hash table all concepts)
- JAVA concepts
- Puzzle (2 eggs 100 floor building find threshold)
- Basic hadoop Question.
- Migrate a row from SQL to key value store

30 mins telephone round
- Longest Palindrome
- In-Pre-Post Order traversal with and without recursion",Interviewed at Juniper Networks,4.1,Intern: Software Engineer Big Data Analyst,20 Apr 2015,0
On the first interview it was differences between types of joins and what is the different between where and having,Interviewed at Octopol (Israel),3.6,Junior Data Analyst,9 Sept 2024,0
Whats the distribution of X variable? What can you tell about X variable comapred to Y?,Interviewed at Glooko,3.1,Data Analyst,4 Sept 2023,0
What is your greatest strength and what your greatest weakness?,Interviewed at UK Power Networks,4.4,Graduate Innovation and Data Analyst,14 Jun 2016,0
Tell me about yourself ? Which AEMO value aligns best with you?,Interviewed at Australian Energy Market Operator,4.0,Graduate Data Analyst,23 Apr 2024,0
Talk to us about yourself,Interviewed at PIPECARE Group,3.9,Data Analyst,18 Sept 2024,0
¿Qué experiencia tienes con python y con webscrapping?,Interviewed at IDC (International Data Corporation),3.7,Intern Data Analyst,22 Jun 2023,0
SQL questions for technical interview,Interviewed at RxAdvance,3.1,Data Analyst,26 Mar 2024,0
Are you comfortable working independently?,Interviewed at Fraym,4.5,Data Analyst,16 Sept 2018,0
Tell us a fun fact about yourself.,Interviewed at Fraym,4.5,Data Analyst,24 Apr 2021,0
"I am still waiting on the next round of the process. They asked questions about my background as well as on my experience working with data, what was the research question, how did i gather data, clean it, what models i ran etc.",Interviewed at Fraym,4.5,Data Analyst,6 May 2021,0
"Tell us about a technical project you worked on, what methods did you use and did you make any maps or use any geospatial techniques in it",Interviewed at Fraym,4.5,Data Analyst,3 May 2022,0
"In C, determine how many '1' bits are in an unsigned 8 bit integer?",Interviewed at Western Digital,3.7,Data Analyst/QA Engineer,7 Feb 2017,0
different types of joins,Interviewed at Chegg,4.0,Data Analyst,21 Feb 2018,0
the technical exam is more on algebra and analysis hence you need a paper &amp; pen.,Interviewed at Home Credit Philippines,3.8,Senior Data Analyst,4 Jun 2023,0
"ask about yourself, salary expectation",Interviewed at Mindforce Research,3.6,Data Analyst,15 Jul 2024,0
What are your ways for data cleaning?,Interviewed at Curenta,3.6,Data Analyst,18 Sept 2024,0
What makes you choose data analysis?,Interviewed at Curenta,3.6,Data Analyst,18 Sept 2024,0
Basic to intermediate English grammar questions,Interviewed at clickworker,3.9,Data Analyst,27 Dec 2022,0
How would you feel taking a position that wasn't directly in a quantitative position.,Interviewed at Mattersight,3.3,Data Analyst,2 Aug 2017,0
What kind of role are you looking for?,Interviewed at Mattersight,3.3,Data Analyst,2 Aug 2017,0
There's a software and you have to find a bug within 2 hours. What would you do? what is the process you would take?,Interviewed at Mattersight,3.3,Data Integrity Analyst,4 Oct 2016,0
There's a software and you have to find a bug within 2 hours. What would you do? what is the process you would take?,Interviewed at Mattersight,3.3,Data Integrity Analyst,4 Oct 2016,0
Di cosa si occupa l’azienda,Interviewed at A2A,4.1,Data Analyst/Junior Data Scientist,25 May 2023,0
"What is your previous experience?
Why Audibene?",Interviewed at audibene,3.6,Junior Data Analyst,14 Aug 2020,0
what would make you stand out as compared to other applicants?,Interviewed at Fingertips Technologies,4.3,Data Analyst Intern,3 May 2021,0
Do you set goals?,"Interviewed at Premier, Inc.",3.8,Data Analyst,21 Apr 2016,0
"Tell us about your self, why are you on the job market?","Interviewed at Premier, Inc.",3.8,Clinical Data Analyst,10 Mar 2017,0
Why would you like to join FREENOW,Interviewed at FREENOW,3.7,Data Analyst,1 Feb 2024,0
"Technical interview questions are so valid and to the point about the case study.
Will you get bored of this job in 6 months?
Why did you develop yourself so technically if you want to be analyst?",Interviewed at FREENOW,3.7,Growth Data Analyst,3 Sept 2022,0
There was no technical question.,Interviewed at Gebhart Holdings,2.2,Data Analyst,29 Jul 2024,0
Tell me your experience in data mapping,Interviewed at Union Bank,4.1,Business Data Analyst,16 May 2020,0
why amazon as a DE?,Interviewed at Amazon Lab126,3.6,Data Analyst,24 Sept 2024,0
How do you handle a difficult situation?,Interviewed at Sharesource,4.5,GIS Data Analyst,3 Apr 2024,0
Difference between data warehousing and database?,Interviewed at Eggoz,4.5,Data Analyst,12 Aug 2023,0
"Excel questions asked around Pivot tables, Report Connections etc.",Interviewed at Paytm,3.2,Senior Data Analyst,25 Sept 2024,0
- Tell me your experience with Excel Power Query,Interviewed at Itcan Digital Marketing,4.3,Data Analyst,29 Jan 2023,0
What past analyst experience do you have?,Interviewed at HR Unlimited,3.1,Data Analyst,26 Jan 2019,0
"test your excel skills. be sure to know pivot table, charts, formulas etc",Interviewed at HR Unlimited,3.1,Data Analyst,27 Sept 2016,0
"Game knowledge, video game developers etc..",Interviewed at Gameopedia,3.3,Data Analyst,20 Jun 2023,0
"The Excel test goes from basic to more advanced to test your abilities. 
THe interview questions were simple about your background and how you think you will fit.",Interviewed at Auction.com,3.5,Foreclosure Data Analyst,31 Aug 2015,0
Technical statistics questions such as difference between T and Chi statistic,Interviewed at Busara Center for Behavioral Economics,4.3,Senior Data Analyst,15 Dec 2020,0
"What are window functions?
How will you reverse the string w/o using a function?",Interviewed at Decision Point,3.7,Data Analyst,4 Apr 2021,0
How do you see your development in 2 years?,Interviewed at myTomorrows,4.6,Senior Data &amp; Reporting Analyst,10 Apr 2024,0
Tell me about yourself? Have you work as data analyst before?,Interviewed at APWireless,4.2,Data Analyst,24 Apr 2018,0
Kann mich nicht erinnern welche es war.,Interviewed at Neugelb Studios,2.7,Data Analyst,6 Sept 2021,0
Describe most challenging analyst job?,Interviewed at Millennium Enterprise,3.1,Data Analyst,2 May 2022,0
"Most interesting interview question I've probably ever gotten: ""Are you smart?""",Interviewed at MEDLYTIX,3.0,Data Quality Analyst,14 Aug 2020,0
Logical questions from probability and other maths concepts,Interviewed at Fischer Jordan,2.5,Data Analyst,3 May 2023,0
No. of edges in a 4D cube. Probability-based and other easy aptitude questions.,Interviewed at Fischer Jordan,2.5,Data Analyst,17 Mar 2023,0
"What is the neighborhood in which superhosts have the biggest median price difference with respect to non superhosts? Use the following three columns in the 'listings' dataset to answer this question: 'host_is_superhost', 'neighbourhood_cleansed', and 'price'.",Interviewed at Turing,3.8,Python Data Analyst/Data Scientist,1 Oct 2024,0
"Generic screening stuff like what are your favourite tools, what sets you apart from the rest, salary expectations",Interviewed at SlashData,4.6,Data Analyst,30 Jan 2023,0
"What interested you in this position?

 What sets you apart from the rest?",Interviewed at SlashData,4.6,Junior Data Analyst,11 Apr 2022,0
walk me through your resume?,Interviewed at Princess Cruise Lines,3.5,Data Analyst,13 May 2024,0
About my previous data analysis experience.,Interviewed at Icahn School of Medicine at Mount Sinai,3.7,Data Analyst,17 Jan 2024,0
What about Highlander made you interested in applying?,Interviewed at Highlander Institute,2.0,Data Analyst,16 Mar 2022,0
"Q: Which tools you have used for Data Analytics
Q: Knowledge of Tableau
Q: Basic python question
Q: Knowledge of cloud",Interviewed at Infonyx,3.3,Data Analyst,17 Feb 2021,0
"Sql, Excel, Big data technology (If you apply for Analytics + Technical role), Deep Statistics (For statistician role)",Interviewed at IQR Consulting,3.1,Data Analyst,1 Oct 2015,0
"Tell me about yourself?
Why should I hire you?
Basic question from domain and basic questions from IT",Interviewed at Globsyn Technologies,2.9,Data Analyst,16 Feb 2020,0
the quiz was definitely the most surprising part,Interviewed at Foresite Compliance Cloud,2.0,Data Entry Analyst,19 Jul 2013,0
"Basic BQ, and ask where you can imporve yourself.",Interviewed at Kingsmill Foods,4.4,Data Production Analyst,31 May 2023,0
Describe your journey and what did you do in your internships?,Interviewed at Chase Cost Management,5.0,Data Analyst,15 May 2021,0
Pourquoi choisir notre entreprise ?,Interviewed at Smart Power Systems,3.6,Data Analyst,7 Apr 2021,0
"SQL query, R",Interviewed at Treesdale Partners,4.5,Data Analyst,22 Sept 2017,0
All about our plans with the role,Interviewed at Plan4Co,4.0,Intern Data Analyst,12 Oct 2023,0
Describe your previous work experience?,Interviewed at Plan4Co,4.0,Data Analyst,22 May 2021,0
why do u choose SZSE?,Interviewed at Shenzhen Stock Exchange,3.9,Data Analyst,2 Dec 2016,0
What is the process of SQL from select to group by?,Interviewed at Libro,3.4,Data Analyst,26 Mar 2022,0
why you want to join our organisation.,Interviewed at Abhyudaya Multimedia,4.5,Data Analyst,5 Feb 2016,0
"experience and background, and they revied their software app",Interviewed at QUIS,3.6,Data Analyst,28 Jan 2023,0
Experience with using R for data analysis purposes.,Interviewed at Mountain West Farm Bureau,3.4,Data Analyst,3 Oct 2024,0
What's the most complex algorithm you have used/designed?,Interviewed at Valley Agricultural Software,3.8,Data Analyst,9 Dec 2016,0
Why are you interested in Data analysis?,Interviewed at Aponia Data Solutions,4.2,Data Analyst,12 Aug 2015,0
When should you use index match function in excel?,Interviewed at Ohm Analytics,4.3,Junior Data Analyst,12 Apr 2024,0
what do you know about volante global?,Interviewed at Volante Global,2.3,Data Analyst,5 Sept 2024,0
Do you have any experience with SAP or data migration?,Interviewed at Data Migration Resources,4.3,Data Analyst,17 Dec 2018,0
Do you have any experience with SAP or data migration?,Interviewed at Data Migration Resources,4.3,Data Analyst,28 Feb 2019,0
What do you think you'll struggle with in this position?,Interviewed at Data Migration Resources,4.3,Data Analyst,28 Feb 2019,0
How does PL/SQL get data from database,Interviewed at XSUNT Corp.,3.8,Junior Data Analyst,2 Jul 2015,0
What's your favorite Excel function?,Interviewed at STAQ,5.0,Data Analyst Intern,10 Jan 2020,0
Experiencia previa como consultor. Adaptacion de mis proyectos a la realidad de la pandemia,Interviewed at YGroup,3.9,Data Analyst,17 Nov 2020,0
Do you have any experience in commercialising AI products?,Interviewed at Semantic Evolution,3.1,Data Model Analyst,22 Jul 2024,0
"Understanding of Google ADS process and basic concepts about data analysis,",Interviewed at Ryderwear,2.1,Data Analyst,31 Oct 2022,0
What is a Digital Platform?,Interviewed at ReferenceGlobe,3.6,Data Analyst,24 Jun 2024,0
Are you able to relocate to Hyderabad?,Interviewed at ReferenceGlobe,3.6,Data Analyst,24 Jun 2024,0
Previous experience with SQL/Python and studies. Basic financial knowledge. Client experience.,Interviewed at Semantic Evolution,3.1,Data Analyst,3 Jan 2023,0
What practical ways can you motivate your team members to work?,Interviewed at General & Health Logistics International,3.5,Data Analyst,20 Dec 2019,0
Basic Question on the resume.,Interviewed at Aegis Mobile,4.3,Data Analyst,27 Aug 2018,0
past project experiences and technical questions,Interviewed at Yaonology,4.8,Data Analyst,15 Aug 2024,0
are you a international student or a pr?,Interviewed at CCUE Finance,3.8,Data Analyst,28 Aug 2019,0
why do you want to get hired here,Interviewed at Info.com,3.1,Data Analyst,10 May 2011,0
Asked me to specify proficiency levels in skills.,Interviewed at NT Lakis,3.8,Junior Data Analyst,23 Oct 2021,0
What are my  Strengths and weaknesses.,Interviewed at NT Lakis,3.8,Senior Data Analyst,7 Sept 2022,0
What experience do you think can help you perform well in the role,Interviewed at Pacific Wealth Solutions,3.9,Data Analyst Intern,17 Jul 2024,0
How will you handle data extraction from clouds?,Interviewed at Moonstone Infotech,4.5,Data Analyst,11 Mar 2022,0
Tell me about your experience in Python.,Interviewed at Hager Environmental & Atmospheric Technologies,3.2,Data Analyst,22 Jun 2023,0
situational based questions and skill based questions,Interviewed at Videndaa,5.0,Junior Data Analyst,24 Oct 2023,0
Tell me about your past experience.,"Interviewed at LOG-NET, Inc",1.2,Data Quality Analyst,27 Aug 2023,0
Why I applied for this position,Interviewed at Church Army,2.5,Data Analyst Intern,15 Nov 2023,0
Explain OOPs concepts with practical examples.,Interviewed at Data Philics,4.4,Data Analyst,14 Sept 2023,0
Tell me about your self and experience previous job.,Interviewed at WESCO International,3.6,Data Analyst,14 Jun 2022,0
Describe a project that you use technical and non-technical skills to solve.,Interviewed at Financial Services Commission of Ontario,3.5,Data Analyst,19 Dec 2016,0
Interested in how well I could work from home.,Interviewed at Roadtrippers,4.6,Senior Data Analyst,13 Aug 2021,0
"Q1. Tell me about yourself?
Q2. Why PeerIQ?
Q3. Why a startup company?",Interviewed at PeerIQ,4.6,Data Analyst,22 Oct 2017,0
"pourquoi cette école, votre projet etc",Interviewed at IA School,3.0,M2 Data Analyst,8 Feb 2024,0
"basic Python, excel and sql",Interviewed at DocuMart,4.5,Data Analyst,4 Oct 2024,1
Please tell me why you would be a good fit for this role.,Interviewed at Insilicom,4.4,Data Analyst,13 Dec 2023,0
What is the difference between data Analyst and data scientist,Interviewed at InfoView,3.6,Data Analyst,1 Mar 2024,0
What is your professional pet peeve,Interviewed at Meritdirect,2.8,Market Data Analyst,27 Jan 2020,0
"introduction about myself
about my certification
course details",Interviewed at Sementic Information Technology,4.3,Data Analyst,10 Oct 2022,0
Experience with visualization tools such as Tableau,Interviewed at StructionSite,4.7,Data Analyst,9 Feb 2022,0
"I cannot remember one question - this was weeks ago when you're interviewing with some regularity, they all kind of blend together. I remember how I felt very vividly, hanging up: that I wasted my own time and it felt like she wanted to be somewhere else.... I was disappointed since I wanted to present my best self and it felt like she didn't get to see that of me. My call log says it was about 15min.",Interviewed at NAVEX BIENES RAICES,4.4,Data Analyst,6 May 2021,0
2. What is your internship objective?,Interviewed at MarTechApe,4.6,Data Analyst Intern,9 Dec 2020,0
4. What do you foresee as our development bottleneck?,Interviewed at MarTechApe,4.6,Data Analyst Intern,9 Dec 2020,0
"What is generative AI?
What are the AI that you are using ?",Interviewed at Trendwise Analytics,4.5,Data Analyst,8 Apr 2024,0
Why you want to work at Incentrum group?,Interviewed at Incentrum Group,3.0,Data Analyst Internship,6 Oct 2020,0
"Interviewer never showed up, completely unprofessional",Interviewed at Equals True,4.0,Data Analyst,28 Aug 2023,0
Background and motivation,Interviewed at Zertificon Solutions,3.1,Junior Data Analyst,11 Nov 2022,0
Why do you see yourself working for Disney,Interviewed at Mark Wahlberg Chevrolet,3.7,Data Analyst,29 Feb 2024,0
Describe what you did in the project you completed in your resume,Interviewed at Gugnir & Partners,4.0,Data Analyst Intern,24 Jan 2020,0
Habilidades de trabajo en grupo,Interviewed at Indizen Optical Technologies,4.3,Data Analyst,7 Jun 2024,0
They asked behavioral questions from me,Interviewed at Khanoumi,4.0,Data Analyst,21 Jul 2024,0
"What was the greatest obstacle you overcame?
Why do you want to work here?",Interviewed at Tipping Point (NJ),1.5,Data Analyst,29 Nov 2021,0
What made you apply to Plowshare?,Interviewed at Plowshare,5.0,Data Analyst,1 Oct 2024,0
Tell me about yourself?,Interviewed at Frutarom,2.9,Assistant Research Data Analyst,5 Apr 2019,0
what do you expect from the company,Interviewed at Scientific Analysis Instruments,3.3,Data Analyst,7 Sept 2021,0
sql and power bi more on powerbi,Interviewed at SelfDrvn Enterprise,3.2,Data Analyst,4 Apr 2023,0
How would you calculate the no of cars in banglore.,Interviewed at Kuddle,4.2,Data Analyst,20 Aug 2023,0
"If we ask your parents/friend to describe you, what they will say?",Interviewed at Cogitare,4.5,Business Data Analyst,6 Jan 2020,0
"Which programming language you know?
Do you know Statistics ?",Interviewed at Mindshare Analytics,3.7,Data Analyst,9 May 2022,0
Tell us about your experience working with Python,Interviewed at Crossell,3.5,Data Analyst,9 Jan 2022,0
"Why do you want to work here?
Are you happy to travel for work?",Interviewed at Tessella,3.9,Graduate Data Analyst,7 Dec 2021,0
"Tell me about your PhD research.
Why did you apply for this role",Interviewed at Tessella,3.9,Data Analyst/Software Engineer,9 Apr 2022,0
Tell me about your experience. How would you deal with a stressful situation at work?,Interviewed at Tricab,2.2,Data Analyst,12 Dec 2022,0
What is data analyst to you,Interviewed at K Navitas,4.0,Data Analyst,28 Aug 2024,0
Question on the data modelling,Interviewed at Speegile,2.2,Data Analyst,3 Mar 2024,0
