question,company,rating,position,date,comments
Explain any one  of your project which you like the most?,Interviewed at Honeywell,4.1,AI R&amp;D,13 May 2024,0
It was a ds&amp;a easy,Interviewed at Scale,3.3,AI training specialist,30 Jul 2024,0
Why did you apply to this company?,Interviewed at JetBlue,3.6,AI Content Writer,20 Dec 2024,0
Can you tell me does Yolo work?,Interviewed at Infilect,4,AI Engineer,7 Oct 2022,0
How would you derive the Ordinary Least Squares,Interviewed at DRW,4.2,Junior AI Researcher,15 Nov 2024,0
Tell the recent developments in the field of artificial intelligence &amp; machine learning &amp; will AI replace humans ?,Interviewed at Nobl Q,4.5,AI/ML Engineer,23 Nov 2024,0
Why did you choose SVM for stock prediction ? which is the largest dataset you have worked on ?  Did u get overfitting issues with CNN classification ? are  you comfortable with unsupervised learning problems ? How did you implement CNN ?,Interviewed at Sikka Software,3.4,AI Scientist Intern,20 May 2017,0
Asked about Positional embedding without knowing that what actually positional embedding is,Interviewed at Zycus,3.4,AI-ML,25 Jun 2020,0
"They divide the questions in to four sections NLP,LLM,ML and API development, so they ask the questions according to these sections.",Interviewed at Imperium Dynamics,2.7,AI Solutions Engineer,20 Mar 2024,0
"They divide the questions in to four sections NLP,LLM,ML and API development, so they ask the questions according to these sections.",Interviewed at Imperium Dynamics,2.7,AI Solutions Engineer,20 Mar 2024,0
Why did you choose SVM for stock prediction ? which is the largest dataset you have worked on ?  Did u get overfitting issues with CNN classification ? are  you comfortable with unsupervised learning problems ? How did you implement CNN ?,Interviewed at Sikka Software,3.4,AI Scientist Intern,20 May 2017,0
print Fib numbers before n,Interviewed at Sorenson Communications,3.4,ai/nlp scientist,28 Sept 2022,0
"On a scale from 1-10, how would I rate my proficiency in python and java.",Interviewed at Sparrow Inc,4.2,AI Engineer Intern,17 Mar 2025,0
How do make use of and best leverage AI based tools to streamline and work more efficiently?,Interviewed at CloudWerx (United States),3.4,Solutions Architect AI/ML,1 Aug 2024,0
Talk about a project that you have worked on in detail,Interviewed at CloudWerx (United States),3.4,Senior AI Engineer,29 Jul 2024,0
"1. Leetcode - Rotten Oranges.
2. Questions about Linear regression & Logistic regression and its loss functions. 
3. Gradient Descent
4. Assumptions & Optimizers for Linear Regression
5. model Evaluators- Why AUC better than accurancy/precision, etc.",Interviewed at LinkedIn,4,Software Engineer - AI,29 Apr 2021,0
typical business case with impact evaluation using causal inference methods,Interviewed at LinkedIn,4,AI/ML Intern,15 Mar 2025,0
Single get to know each other phone call with a recruiter.,Interviewed at LinkedIn,4,Software Engineer (AI Flagship),22 Jun 2021,0
Is python a dynamic or static typed language?,Interviewed at General Dynamics Information Technology,4.1,Associate AI Data Analytics Intern,13 Feb 2024,0
Discuss about your recent project of machine learning,Interviewed at LinkedIn,4,AI/Data Science Internship,25 Aug 2023,0
Different types of online games and exercices.,Interviewed at Crossover for Work,3.8,Generative AI Content Developer (Remote),26 Apr 2024,0
They went through the project code in the interview and mainly asked about what I had done and why.,Interviewed at Thomson Reuters,4.1,"Software Engineer Intern, AI/ML",8 May 2024,0
Explain the project in detail,Interviewed at Mytra,4.4,AI Engineer,9 Mar 2024,0
Python programming questions on If else conditions and for loop,Interviewed at Rancho Labs,3.1,Python and AI Intern,19 Mar 2025,0
"Floating point precision arithmetic. Multithreading. Describe  
operations in a CNN for inference and training .",Interviewed at Graphcore,3.9,AI Engineer,31 May 2021,0
"Difference between different types of tree based algorithms, and explain pros and cons.",Interviewed at JPMorganChase,4.1,Applied AI/ML Associate,15 Aug 2023,0
Q: why moneylion? why product management?,Interviewed at MoneyLion,3.8,AI Product Manager,25 Sept 2023,0
"Asked for basic python knowledge, but later assessed how I work among others in the hackathon setting.",Interviewed at JPMorganChase,4.1,AI &amp; Data Science Analyst Summer,28 Sept 2023,0
How will you approach a question that is outside of your expertise?,Interviewed at Chase,3.9,AI Intern,22 Oct 2024,0
How many people in NYC on a normal Sunday day will drink coffee?,Interviewed at JPMorganChase,4.1,AI &amp; Data Science Summer Associate,28 Oct 2023,0
What is an interesting problem in finance that AI can solve,Interviewed at JPMorganChase,4.1,AI Researcher,18 Nov 2023,0
"1. Highly Profitable Months

The stocks of a company are being surveyed to analyze the net profit of the company over a period.

For an analysis parameter 
�
k, an interval of 
�
k consecutive months is said to be highly profitable if the values of the stock prices are strictly increasing for those months. Given the stock prices of the company for 
�
n months and the analysis parameter 
�
k, find the number of highly profitable intervals.

Example

stockPrices = [5, 3, 5, 7, 8]
�
=
3
k=3

These are the intervals of 
�
k months in which the stock prices are strictly increasing:

[Visual representation of the intervals in a bar graph]

Hence the answer is 2.

Note: If the interval length is 1, each subarray of length 1 is highly profitable


The problem statement in the image is as follows:

2. Rearranging a Word

Given word, return the next alphabetically greater string in all permutations of that word. If there is no greater permutation, return the string 'no answer' instead.

Example

word = 'baca'

The string 'baca' has the following permutations in alphabetical order: 'aabc', 'aacb', 'abac', 'abca', 'acab', 'acba', 'baac', 'baca', 'bcaa', 'caab', 'caba', and 'cbaa'. The next alphabetically greater permutation of the original string is 'bcaa'.

Function Description

Complete the function rearrangeWord in the editor,

rearrangeWord has the following parameter(s):

string word: the string to analyze
Returns

string: Return the next alphabetically greater permutation of the string. If no such string exists, return the string 'no answer'.",Interviewed at JPMorganChase,4.1,Associate AI/ML Data Scientist,30 Nov 2023,0
"- Micro-services vs Monolithic
- Your understanding of AI
- Experience using JS's tools and frameworks",Interviewed at MoneyLion,3.8,"Backend Engineer, AI",11 Jan 2024,0
What is your project about?,Interviewed at JPMorganChase,4.1,AI Research Intern,19 Nov 2022,0
"Hireview: One question regarding data cleaning, two standard leetcode easy questions",Interviewed at JPMorganChase,4.1,AI/Data Science Internship,1 Dec 2022,0
"Bagging, Boosting, NLP ,Probability, Projects, Coding",Interviewed at JPMorganChase,4.1,AI and Data Science,25 Mar 2023,0
Some general questions for SQL and Python,Interviewed at Itlize Global,4.4,AI Python Developer,16 Feb 2022,0
What problems you have met and how did you solve it?,Interviewed at J.P. Morgan,4,AI & Machine Learning,29 Oct 2019,0
How you solve a complex problem,Interviewed at JPMorganChase,4.1,AI and Data Science Intern,26 Nov 2024,0
"Some generic questions about Deep Learning, NLP (BERT, Transformer-XL, etc.), Batch/Weight/Layer Normalization, GANs, Adam, etc.",Interviewed at JPMorganChase,4.1,Applied AI/ML Associate,10 Jun 2021,0
"1) How do you think data science is different from traditional statistics?
2) Can you tell me about a time when you had to work with someone who is very difficult to work with?",Interviewed at JPMorganChase,4.1,Applied AI &amp; Machine Learning,8 Mar 2021,0
"Explain linear regression, models that you have used",Interviewed at J.P. Morgan,4,AI/ML Engineer,16 May 2021,0
Two coding tests on HireEve and one behavioral question.,Interviewed at J.P. Morgan,4,JP Morgan AI and Machine Learning Summer Associate Internship,16 Sept 2020,0
What problems you have met and how did you solve it?,Interviewed at J.P. Morgan,4,AI & Machine Learning,29 Oct 2019,0
What is an interesting problem in finance that AI can solve,Interviewed at JPMorganChase,4.1,AI Researcher,18 Nov 2023,0
"1. Highly Profitable Months

The stocks of a company are being surveyed to analyze the net profit of the company over a period.

For an analysis parameter 
�
k, an interval of 
�
k consecutive months is said to be highly profitable if the values of the stock prices are strictly increasing for those months. Given the stock prices of the company for 
�
n months and the analysis parameter 
�
k, find the number of highly profitable intervals.

Example

stockPrices = [5, 3, 5, 7, 8]
�
=
3
k=3

These are the intervals of 
�
k months in which the stock prices are strictly increasing:

[Visual representation of the intervals in a bar graph]

Hence the answer is 2.

Note: If the interval length is 1, each subarray of length 1 is highly profitable


The problem statement in the image is as follows:

2. Rearranging a Word

Given word, return the next alphabetically greater string in all permutations of that word. If there is no greater permutation, return the string 'no answer' instead.

Example

word = 'baca'

The string 'baca' has the following permutations in alphabetical order: 'aabc', 'aacb', 'abac', 'abca', 'acab', 'acba', 'baac', 'baca', 'bcaa', 'caab', 'caba', and 'cbaa'. The next alphabetically greater permutation of the original string is 'bcaa'.

Function Description

Complete the function rearrangeWord in the editor,

rearrangeWord has the following parameter(s):

string word: the string to analyze
Returns

string: Return the next alphabetically greater permutation of the string. If no such string exists, return the string 'no answer'.",Interviewed at JPMorganChase,4.1,Associate AI/ML Data Scientist,30 Nov 2023,0
"- Micro-services vs Monolithic
- Your understanding of AI
- Experience using JS's tools and frameworks",Interviewed at MoneyLion,3.8,"Backend Engineer, AI",11 Jan 2024,0
"Difference between different types of tree based algorithms, and explain pros and cons.",Interviewed at JPMorganChase,4.1,Applied AI/ML Associate,15 Aug 2023,0
"Asked for basic python knowledge, but later assessed how I work among others in the hackathon setting.",Interviewed at JPMorganChase,4.1,AI &amp; Data Science Analyst Summer,28 Sept 2023,0
What did you do at last postion? your best projects?,Interviewed at Olympic Industries,4.3,AI Data Scientist,28 Sept 2023,0
What is your research area? Can you describe NDCG score metric?,Interviewed at Naver,4.2,AI Research Intern,8 Oct 2023,0
"I was asked some domain specific questions, resume based and project based and some basic coding questions.",Interviewed at Hitachi,3.8,AI Engineer,19 Mar 2025,0
"Questions mainly this topic statistics, bayesian statistics, and maths. Very few questions of ML.",Interviewed at Cardo AI,4.1,AI/ML Engineer,9 Dec 2023,0
"Round1: 

Given 2 lists A and B. Return the elements in A not in B and vice versa in 2 arrays

Your approach to create a fraud detection model.
Follow-up: model doesn't perform well on new data. Why and how to overcome 

The training time of my model is too high. Why and how to overcome?

I have a GPU but CPU usage is 100% and GPU is at 10%. How to overcome?

How important is EDA and preprocessing?

Round2:
Python:
You have a list of place and co-ordinate tuple. How far is place x from each of the list of places? Return top 3 results.
Follow-up: how far is each place from the other. Print top k places for each place. 

SQL:
Given list of tables 

Return diff of sales revenue from 2022-2023

Return top ordered item from each transaction

Return average sales value from per store",Interviewed at Google,4.3,AI Engineer,15 Jan 2024,0
"Nothing, they rejected me without even taking interview",Interviewed at Google,4.3,AI/ML Engineer,1 Apr 2023,0
Precision vs Recall and their use cases,Interviewed at Google,4.3,"Cloud Migration Consultant, AI/ML",31 Aug 2022,0
"- my current job 
- Given a sorted list of distinct integers from 0 to 99, produce a string that describes numbers missing from the list.",Interviewed at Google,4.3,AI Software Engineer,21 Apr 2022,0
What might the output of this model suggest? (why was it unexpected output basically),Interviewed at Novarad,2.3,ML/AI Intern,5 Sept 2024,0
Describe the process of training a model.,Interviewed at Novarad,2.3,ML/AI Intern,5 Sept 2024,0
Why did you choose graphcore?,Interviewed at Graphcore,3.9,AI Engineer,3 Feb 2020,0
Can you explain  knn concept?,Interviewed at Google DeepMind,4.1,Python AI Developer,16 Sept 2024,0
"Discussion of past experiences in computational sciences, numerical software and AI/ML spaces.",Interviewed at Graphcore,3.9,AI Applications Specialist,16 Oct 2021,0
Software proficiencies in relevant languages.,Interviewed at Graphcore,3.9,AI Applications Specialist,16 Oct 2021,0
"Derive the bounds for the learning rate used in Gradient Descent. Explain what a covariance matrix is and what its properties are. Given a prior and some imbalanced data, how would you design a model to address class imbalance? What is Differential Kinematics? How would you add up two Euler angles? Do they commute? What is the difference between AE and VAE? What is ELBO loss? Why do you think the depth modality is important for robotic manipulation when Diffusion Models work well enough using just RGB? How would you handle dynamic changes in the environment and partial occlusions? Explain how you would design the software stack for this new project and integrate that into the existing operating system. Would you use online training or cloud-based training? Would you use redundant sensors for backup or not? Why do you want to join a startup compared to a larger company? Where do you see yourself in 5 years and why? What responsibilities would you take up if hired as part of our small team?",Interviewed at BRAIN CORP,3.7,AI Research Scientist,20 Feb 2025,0
Do you have a degree in Journalism?,Interviewed at Data Innovations,4.2,Data and AI Consultant,3 Sept 2024,0
Asked questions from my resume,Interviewed at Tata Consultancy Services,3.7,Python (AI/Ml) Developer,22 Dec 2022,0
He asked me about future plans.,Interviewed at Internshala,3.9,AI Intern,8 May 2024,0
1. Gave a scenario and asked whether it was the case of underfitting or overfitting and how to curb the problem?,Interviewed at Jio,4.4,AI Intern,14 Oct 2022,0
It was more about basics of JS and its frameworks.About the job role and work experience.,Interviewed at Avaamo,4.5,Senior Conversational AI Engineer,1 Aug 2023,0
Do you have a degree in Journalism?,Interviewed at Data Innovations,4.2,Data and AI Consultant,3 Sept 2024,0
What did you do at last postion? your best projects?,Interviewed at Olympic Industries,4.3,AI Data Scientist,28 Sept 2023,0
Tell me how to do a regression model in python?,Interviewed at BSI,3.6,AI Scientist,5 Apr 2023,0
Just a bunch of random behavioural questions. Why leaving your current role? What are you looking for in new role?,Interviewed at Glia,4.6,Software Engineer - Conversational AI,6 May 2023,0
What do you know about the company?,Interviewed at RWDI,3.3,Data &amp; AI Engineer / Scientist,21 Jan 2024,0
How do activation functions work?,Interviewed at Ciklum,4,Generative AI Engineer,5 Apr 2024,0
Average interview questions. Nothing specific,Interviewed at Synthesia,4.7,Lead AI Video Editor,16 Dec 2023,0
Give an instance of how I dealt with vague instructions for a project.,Interviewed at TEKsystems,3.8,AI &amp; Data Analyst,6 Sept 2024,0
"Questions from the take-home assignment were asked to evaluate my thought process whilst solving the challenges (and how I would have performed if a different situation had occurred).

A quick coding session was also carried out.",Interviewed at LMI Technologies,3.8,AI Solutions Engineer,8 Jan 2024,0
"Describe your latest experience, and how your skills match.",Interviewed at TEKsystems,3.8,AI Data Annotator,13 Feb 2025,0
What are the best practices for designing a RESTful URI?,Interviewed at Goalbook,5,Software Engineer %28Full Stack%2C AI%29,15 Mar 2025,0
"Puzzle.2 jars 50 red, blue balls organize maximize red ball pick probability .",Interviewed at MathCo,3.5,Associate AI Engineer,4 Jan 2025,0
"1. You said you've worked with Shapley values, how are they calculated given a model and data, and what would be the cases where shapley explanations fail. 2. Bayesian statistics and counterfactual reasoning questions for a previous gameplay AI project.",Interviewed at IBM,3.9,PreDoc AI Researcher,16 Nov 2022,0
Questioj was to explain the project,Interviewed at IBM,3.9,AI/ML Intern,18 May 2024,0
Tell me about a time you made a mistake on a project and how you handled it,Interviewed at IBM,3.9,AI Engineer Intern,29 Oct 2024,0
How would you implement AI to improve Highrise?,Interviewed at Pocket Worlds,3.7,Software Engineer - AI,7 Jan 2025,0
Write a python code to return the second largest number from a list. Do not use the inbuilt sorted function.,Interviewed at IBM,3.9,AI Engineer,2 Aug 2023,0
"Have you had experience with cloud computing platforms like AWS, Microsoft Azure or IBM cloud?",Interviewed at IBM,3.9,AI Specialist Intern,18 Feb 2025,0
How is your presentation skill? Pick one research project/publication on your CV and pitch your work,Interviewed at IBM,3.9,AI Specialist Intern,18 Feb 2025,0
Why do you want to work as a CSM Intern at IBM?,Interviewed at IBM,3.9,AI Architect Intern,9 Mar 2025,0
Potresti spiegarmi che output produce questo codice Java?,Interviewed at IBM,3.9,AI Engineer,24 Nov 2023,0
"Personal statement – Why You? Why IBM? Why are you interested in becoming an AI &amp; Analytics Consultant at IBM? What is your favourite recent real-world example of a use of AI and/or Analytics? We are looking for candidates with excellent analytical skills; please provide an example where you analysed information to aid a decision. As an AI &amp; Analytics Consultant, you will work in many complex situations; please provide an example where you had to adapt to a difficult situation. What other skills, awards, achievements, or positions of responsibility do you think would be relevant in supporting your application to be an AI &amp; Analytics Consultant and why? Motivation to apply for this role – please provide reasons why you have applied for this role, and IBM",Interviewed at IBM,3.9,AI and Analytics Consultant,15 Nov 2023,0
CodeSignal Matrix Question about Blurring,Interviewed at RBC,4,Machine Learning Software Engineer Borealis AI,19 Sept 2024,0
Why do you want to work at JA?,Interviewed at JustAnswer,4.3,AI Senior Writer,20 Sept 2016,0
deep-learning NLP network coding and pre-processing.,Interviewed at Oracle,3.7,AI Engineer,2 Mar 2021,0
Explain more about RAG Techniques.,Interviewed at Shopee,3.7,AI Engineer,2 Nov 2024,0
What is your description of this position? Are you interested in software development?,Interviewed at Qualcomm,3.9,AI platform software engineer,20 Apr 2023,0
Yet to complete the interview,Interviewed at Pennant Technologies,4.2,AI Developer,19 Sept 2024,0
graph traversal,Interviewed at Qualcomm,3.9,AI Platform Software Engineer,8 Jun 2023,0
"1. Reverse a Linked List (Python)
Question: Describe how you would reverse a linked list in Python.
Details: The interviewer asked for a function that takes the head of a linked list and reverses it, returning the new head of the reversed list. They were interested in understanding the logic and efficiency of your approach.

2. Remove Cycles from a Graph
Question: How would you remove cycles from a graph given an integer n representing node IDs and a list of tuples representing edges?
Details: The task was to provide an algorithm that removes cycles from a graph and outputs a list of edges of the new graph with cycles removed. The interviewer was looking for knowledge of graph theory and algorithms to detect and remove cycles.

3. Calculate Calories Burned During a Ride (Python)
Question: Write a Python function to calculate the calories burned during a ride based on the rider's weight and ride data.
Details: The function needed to calculate the total calories burned given the weight of the rider and a list of tuples representing different segments of the ride, each with a duration and speed.

4. Find the Maximum Sum of Two Numbers in a List (Python)
Question: Write a Python function to find the maximum sum of any two numbers in a list.
Details: The interviewer wanted to see how you would identify the two largest numbers in a list and sum them up efficiently, demonstrating your problem-solving skills with basic list operations.

5. Merge Two Sorted Lists (Python)
Question: How would you merge two sorted lists into one sorted list in Python?
Details: The task was to create a function that merges two pre-sorted lists into a single sorted list, showing your understanding of list operations and efficiency in merging algorithms.",Interviewed at Qualcomm,3.9,Machine Learning Software Engineer - Embedded-AI-Framework,21 May 2024,0
Average interview questions. Nothing specific,Interviewed at Synthesia,4.7,Lead AI Video Editor,16 Dec 2023,0
"Questions from the take-home assignment were asked to evaluate my thought process whilst solving the challenges (and how I would have performed if a different situation had occurred).

A quick coding session was also carried out.",Interviewed at LMI Technologies,3.8,AI Solutions Engineer,8 Jan 2024,0
CodeSignal Matrix Question about Blurring,Interviewed at RBC,4,Machine Learning Software Engineer Borealis AI,19 Sept 2024,0
deep-learning NLP network coding and pre-processing.,Interviewed at Oracle,3.7,AI Engineer,2 Mar 2021,0
Explain more about RAG Techniques.,Interviewed at Shopee,3.7,AI Engineer,2 Nov 2024,0
Yet to complete the interview,Interviewed at Pennant Technologies,4.2,AI Developer,19 Sept 2024,0
"Introduce yourself 
Why do you apply to Synpulse
What do you bring
Do you have questions",Interviewed at Synpulse,3.7,AI Strategy Consultant,25 Sept 2024,0
Q: tell me a time where you had to disagree with a senior manager in your company and how did you manage that?,Interviewed at Amazon Web Services,3.7,AI/ML Strategist,16 Feb 2025,0
"Introduce yourself,
have you experience with building mvps, talking to stakeholders etc",Interviewed at NEC Laboratories Europe,4.6,Gen AI Engineer,25 Mar 2025,0
Present your experience with AI,Interviewed at STMicroelectronics,3.9,ML/AI Intern,26 Mar 2024,0
how do you multiply 2 matrix. find shorted path.,Interviewed at Valeo,3.9,AI Engineer,25 Sept 2024,0
What projects have you work on and what technologies did you use?,Interviewed at bet365,3.5,Junior AI Engineer,9 Jul 2024,0
não cheguei a fazer entrevista,Interviewed at Azion Technologies,3.9,AI Engineer,28 Apr 2025,0
"OA is coding, fairly straightforward. Though the platform to complete it is anything but user friendly.",Interviewed at AlleyCorp Nord,5,AI consultant,26 Oct 2024,0
How would you explain something complex to someone who didn’t understand it?,Interviewed at Kubrick Group,3.2,Data &amp; AI Consultant,15 Mar 2025,0
- Qué proyectos has hecho?,Interviewed at Avanade,3.8,Data Scientist - AI Hub,10 Jan 2024,0
"1. Project In-Depth
2. DSA Leetcode Med
3. Python + ML
4. OPENCV + CNN etc",Interviewed at Egen,3.8,AI Intern,26 Feb 2025,0
"I was grilled on very nitty-gritty details in DS and ML, starting right from PCA  to minute aspects of ML algorithms and it's peripherals in 1st round. In 2nd round no technical questions asked, except the manager said they want someone with 3 - 5 yrs of exp in ML/AI. 

Total waste of time! -_-",Interviewed at Tech Mahindra,3.5,Machine Learning and AI Engineer,26 Jun 2022,0
"Logistic regression, binary cross entropy",Interviewed at Tech Mahindra,3.5,AI Intern,15 Oct 2022,0
Are you OK with a 12 month employment?,Interviewed at Leonardo,3.7,AI Researcher,17 Sept 2024,0
What projects have you work on and what technologies did you use?,Interviewed at bet365,3.5,Junior AI Engineer,9 Jul 2024,0
How would you explain something complex to someone who didn’t understand it?,Interviewed at Kubrick Group,3.2,Data &amp; AI Consultant,15 Mar 2025,0
Describe CLIP and the structure of its text and image encoders.,Interviewed at Amazon,3.6,AI Research Intern,12 May 2022,0
Several questions about machine learning,Interviewed at Nokia,4,Working Student ML/AI developer,1 Oct 2022,0
"Technical questions about OOP, Python, ML frameworks (Tensorflow, Keras, Pytorch), clean coding practices, testing etc.",Interviewed at Nokia,4,AI/ML Engineer,8 Apr 2022,0
How long would it take to see these changes take effect?,Interviewed at PolyAI,4.6,AI Support Engineer/Specialist,29 Mar 2024,0
"How do you like to work? 
For example, solo or with someone.",Interviewed at PolyAI,4.6,AI Support Engineer/Specialist,29 Mar 2024,0
Learn about the role and its responsibilities.,Interviewed at Amazon,3.6,AI Data Trainer,5 Nov 2023,0
Describe how to get gaussian distribution samples,Interviewed at Amazon,3.6,AI Scientist,24 Jan 2024,0
They asked about the programming skills I had and where I had applied them in my projects.,Interviewed at CureMD,4.3,AI Engineer,13 Oct 2024,0
"Drive through your resume?
or 
tell us about yourself",Interviewed at Amazon,3.6,AI Content Writer,16 Sept 2024,0
Learn about the role and its responsibilities.,Interviewed at Amazon,3.6,AI Data Trainer,5 Nov 2023,0
Are you still following the insider???,Interviewed at Insider,4.4,Conversational AI Designer,10 Jan 2025,0
Asked about knowledge in English and Portuguese,Interviewed at Covalen Solutions,2.6,Generative AI Annotator,16 Jan 2025,0
How long would it take to see these changes take effect?,Interviewed at PolyAI,4.6,AI Support Engineer/Specialist,29 Mar 2024,0
"How do you like to work? 
For example, solo or with someone.",Interviewed at PolyAI,4.6,AI Support Engineer/Specialist,29 Mar 2024,0
Describe CLIP and the structure of its text and image encoders.,Interviewed at Amazon,3.6,AI Research Intern,12 May 2022,0
Several questions about machine learning,Interviewed at Nokia,4,Working Student ML/AI developer,1 Oct 2022,0
Come differisce l'ultimo layer delle reti neurali per problemi di classificazione da quelle per problemi di regressione?,Interviewed at BIP,3.9,ML/AI Engineer,4 May 2024,0
"Technical questions about OOP, Python, ML frameworks (Tensorflow, Keras, Pytorch), clean coding practices, testing etc.",Interviewed at Nokia,4,AI/ML Engineer,8 Apr 2022,0
aptitiude questions like general aptitude,Interviewed at Amazon,3.6,Applied AI/ML Associate,6 Mar 2025,0
"An ideal number is a positive integer with only 3 and 5 as prime divisors. it can be expressed in the form of 3* * 9, where x and y are nonnegative integers. For example. 15, 45, and 75 are ideal numbers but 6. 10, and 21 are not.
D
Find the number of ideal integers within the given segment flow, highJinclusive.
Example
low = 200
high = 405",Interviewed at Outlier AI,3.2,AI Coding Trainer,19 Mar 2024,0
Was not asked an interview question.,Interviewed at Outlier AI,3.2,AI Specialist,20 May 2024,0
What is llm and different types of llm?,Interviewed at ABB,4,AI Engineer,26 Sept 2024,0
There was no interview. Only Training and application.,Interviewed at Outlier AI,3.2,Remote AI Trainer,7 Dec 2024,0
Descrizione di qualcosa che conosci,Interviewed at Outlier AI,3.2,Trainer ai,14 Jul 2024,0
Descrivi una situazione che hai superato con successo.,Interviewed at Apple,4.1,AI/Siri Annotation Analyst,21 Feb 2022,0
Why did you choose to apply to Apple?,Interviewed at Apple,4.1,AI/ML Annotation Analyst,14 Nov 2024,0
why did you choose apple?,Interviewed at Apple,4.1,AI/Siri Annotation Analyst,12 Mar 2021,0
What do you think about siri,Interviewed at Apple,4.1,AI/ML Annotation Analyst,20 Mar 2022,0
When was a time where you did x?,Interviewed at Apple,4.1,AI/ML Software Developer,31 May 2022,0
"A leetcode file manipulation question using round-robin algorithm, what happens when you curl to a URL?",Interviewed at Apple,4.1,SRE AI/ML,2 Oct 2022,0
How is your experience relevant to this role?,Interviewed at Apple,4.1,Team Lead (AI),29 Nov 2024,0
Tell me about yourself ? How you overcome a difficult situation at work? What would you do if your colleague did something against apple policy?,Interviewed at Apple,4.1,AI/ML Annotation Analyst,5 Dec 2022,0
Implement a convolution algorithm in Python,Interviewed at Apple,4.1,AI/ML Engineer Intern,3 Mar 2025,0
"1st round will include ML algorithm questions,  Random forest , xgboost , model evaluation metrics , Feature Engineering , stats",Interviewed at Carelon Global Solutions,3.8,AI Engineer,4 Oct 2021,0
"Round 1: Basic introductions about the interviewer, company and interviewee. Areas of interest in internship and notifying about take home assignment
Round 2(Discussion): Going over the take home assignment solution line by line and explaining the thought process and alternatives.",Interviewed at Intuitive,4.4,AI Research Intern,5 Apr 2024,0
How to implement attention mechanism in a lstm architecture?,Interviewed at TikTok,3.2,AI/ML Intern,15 Dec 2024,0
There was no question but they asked you to complete an assessment to join.,Interviewed at Outlier AI,3.2,AI Writer Trainer,17 Jan 2025,0
What is your proudest project?,Interviewed at Outlier AI,3.2,AI Coding Evaluator,6 Mar 2025,0
Implement a convolution algorithm in Python,Interviewed at Apple,4.1,AI/ML Engineer Intern,3 Mar 2025,0
When can I meet for the initial interview?,Interviewed at Ally Financial,3.8,Senior AI Product Analyst,12 Mar 2025,0
Was not asked an interview question.,Interviewed at Outlier AI,3.2,AI Specialist,20 May 2024,0
Descrizione di qualcosa che conosci,Interviewed at Outlier AI,3.2,Trainer ai,14 Jul 2024,0
What is llm and different types of llm?,Interviewed at ABB,4,AI Engineer,26 Sept 2024,0
There was no interview. Only Training and application.,Interviewed at Outlier AI,3.2,Remote AI Trainer,7 Dec 2024,0
Python syntax and data structures.,Interviewed at Outlier AI,3.2,AI Engineer,12 Jan 2025,0
There was no question but they asked you to complete an assessment to join.,Interviewed at Outlier AI,3.2,AI Writer Trainer,17 Jan 2025,0
To confirm your ID and complete the necessary trainings within their company portal.,Interviewed at Outlier AI,3.2,AI Content Writer + Trainer,26 Mar 2025,0
Speaking in my native language and AI related questions,Interviewed at Outlier AI,3.2,AI Trainer,20 Oct 2024,0
Explain enumeration on 2D array.,Interviewed at ADP,3.9,A/AI Machine Learning Engineer Associate,2 Oct 2024,0
How would you optimize matrix multiplication?,Interviewed at AMD,3.9,AI Compiler Engineer,21 Dec 2023,0
From current roles and responsibilities. Basic ML,Interviewed at AMD,3.9,AI/ML Software Engineer,20 Sept 2023,0
When can I meet for the initial interview?,Interviewed at Ally Financial,3.8,Senior AI Product Analyst,12 Mar 2025,0
"Q. Tell me about your self
Q. Can you go through your Resume",Interviewed at Uniquify,3.1,AI Intern,15 Oct 2020,0
Describe your work in any particular company in which you have worked.,Interviewed at Uniquify,3.1,AI Intern,28 Aug 2021,0
"1) What are your future plans after your BE degree in accordance with higher studies? 
2) Questions from your resume in round 3",Interviewed at SimpleCRM,4.7,AI Solutions Developer,18 Mar 2025,0
pick the best alternative of these three options,Interviewed at DataAnnotation,4.1,AI Developer,18 Oct 2024,0
Q: write a story about a purple octopus dancing,Interviewed at DataAnnotation,4.1,Remote AI Trainer,4 Nov 2024,0
To code a program that printed out a pyramid of '#'s with the size based on user input,Interviewed at DataAnnotation,4.1,AI Trainer,9 Nov 2024,0
"Questions about AI ethics, safety.",Interviewed at DataAnnotation,4.1,AI Trainer,12 Nov 2024,0
Future potential for bringing in AI capabilities,Interviewed at Altium Limited,3.8,Head of AI Research,7 Sept 2023,0
Speaking in my native language and AI related questions,Interviewed at Outlier AI,3.2,AI Trainer,20 Oct 2024,0
Pick the best pseudo code among three options.,Interviewed at DataAnnotation,4.1,AI Annotator,12 Jan 2024,0
Included a timed prompt to analyze what was wrong and what could be improved for a Python based coding query.,Interviewed at DataAnnotation,4.1,AI Data Annotator,28 Feb 2024,0
Program in Python on how to find last digit of Pascal triangle.,Interviewed at DataAnnotation,4.1,AI Data Trainer,16 Apr 2024,0
